ERP_ID,PROJECT_CODE,REGION,SERVICE_LINE,PLANNED_DAYS,ACTUAL_DAYS,BUDGET_PEN,REVENUE_PEN,ACTUAL_COST_PEN,PROFIT_PEN,KLOC,DEFECTS,PM_CODE,SYS_NODE
ERP-00018,PROJ-5838,Piura,Project Mgmt,91,115,42406,91346,53289,38057,31,20,PM_RIVAS,SRV-NODE-4
ERP-00019,PROJ-3234,Iquitos,Project Mgmt,23,29,7406,12866,10111,2755,32,19,PM_RIVAS,SRV-NODE-1
ERP-00020,PROJ-9340,Arequipa,Business Proc,122,149,67832,139925,90334,49591,30,19,PM_MEZA,SRV-NODE-6
ERP-00021,PROJ-7839,Iquitos,Project Mgmt,75,75,27675,52804,33920,18884,14,7,PM_RIVAS,SRV-NODE-10
ERP-00022,PROJ-7850,Cusco,Business Proc,23,29,13501,23191,17634,5557,19,10,PM_RIVAS,SRV-NODE-8
ERP-00023,PROJ-2249,Huancayo,Project Mgmt,172,209,38528,81684,51738,29946,15,17,PM_SOTO,SRV-NODE-9
ERP-00024,PROJ-3721,Puno,Audiovisual,48,64,20544,38767,24738,14029,7,3,PM_MEZA,SRV-NODE-9
ERP-00025,PROJ-2516,Huancayo,Project Mgmt,48,61,14832,29063,19565,9498,28,20,PM_SOTO,SRV-NODE-2
ERP-00026,PROJ-5584,Trujillo,Project Mgmt,27,36,9774,16369,12668,3701,49,83,PM_RIVAS,SRV-NODE-5
ERP-00027,PROJ-6020,Lima,Audiovisual,176,219,94512,179147,113852,65295,4,6,PM_VEGA,SRV-NODE-9
ERP-00028,PROJ-5651,Puno,Videoconference,167,177,76486,163613,90798,72815,37,53,PM_VEGA,SRV-NODE-3
ERP-00029,PROJ-5781,Puno,Videoconference,61,81,33733,73306,34446,38860,12,16,PM_SOTO,SRV-NODE-8
ERP-00030,PROJ-2597,Piura,Videoconference,133,146,35378,58518,47794,10724,22,27,PM_SOTO,SRV-NODE-7
ERP-00031,PROJ-1801,Cusco,Business Proc,155,168,63705,139451,77804,61647,37,34,PM_RIVAS,SRV-NODE-1
ERP-00032,PROJ-2328,Cajamarca,Business Proc,142,180,74834,151418,96466,54952,5,6,PM_PEREZ,SRV-NODE-3
ERP-00033,PROJ-1168,Puno,Videoconference,118,131,53454,107410,56692,50718,13,17,PM_PEREZ,SRV-NODE-4
ERP-00034,PROJ-9421,Cajamarca,Project Mgmt,164,219,41656,81863,45093,36770,34,16,PM_VEGA,SRV-NODE-2
ERP-00035,PROJ-5555,Piura,Videoconference,80,104,36240,71535,44851,26684,19,20,PM_RIVAS,SRV-NODE-5
ERP-00036,PROJ-2709,Tacna,Project Mgmt,172,192,80324,128788,105865,22923,13,23,PM_MEZA,SRV-NODE-9
ERP-00037,PROJ-8526,Tacna,Business Proc,99,121,57222,99631,65956,33675,30,13,PM_VEGA,SRV-NODE-1
ERP-00038,PROJ-6239,Puno,Audiovisual,64,79,35520,67119,39597,27522,5,1,PM_PEREZ,SRV-NODE-7
ERP-00039,PROJ-2223,Cusco,Business Proc,175,213,69650,128819,71434,57385,11,9,PM_VEGA,SRV-NODE-2
ERP-00040,PROJ-7431,Piura,Business Proc,173,230,43423,92502,45338,47164,16,24,PM_RIVAS,SRV-NODE-7
ERP-00041,PROJ-5439,Cusco,Videoconference,138,151,52854,106639,73786,32853,49,79,PM_MEZA,SRV-NODE-10
ERP-00042,PROJ-2116,Huancayo,Videoconference,124,151,73284,149042,97762,51280,6,8,PM_RIVAS,SRV-NODE-7
ERP-00043,PROJ-3810,Puno,Videoconference,111,143,57498,111591,57867,53724,50,22,PM_SOTO,SRV-NODE-6
ERP-00044,PROJ-3800,Arequipa,Videoconference,37,46,9509,16462,10162,6300,11,4,PM_PEREZ,SRV-NODE-8
ERP-00045,PROJ-2108,Arequipa,Project Mgmt,115,121,39675,63687,40935,22752,16,12,PM_SOTO,SRV-NODE-1
ERP-00046,PROJ-8139,Huancayo,Audiovisual,41,52,20705,38326,25944,12382,49,75,PM_MEZA,SRV-NODE-3
ERP-00047,PROJ-6153,Tacna,Videoconference,142,177,28826,61708,30474,31234,31,46,PM_RIVAS,SRV-NODE-5
ERP-00048,PROJ-5290,Puno,Audiovisual,180,223,43740,84079,49045,35034,46,70,PM_SOTO,SRV-NODE-10
ERP-00049,PROJ-1430,Piura,Business Proc,28,28,12964,22329,17737,4592,6,8,PM_RIVAS,SRV-NODE-5
ERP-00050,PROJ-2612,Lima,Project Mgmt,60,64,27660,59939,29286,30653,38,33,PM_SOTO,SRV-NODE-5
ERP-00051,PROJ-4110,Tacna,Videoconference,42,51,17682,38559,23059,15500,30,38,PM_VEGA,SRV-NODE-7
ERP-00052,PROJ-7950,Puno,Audiovisual,104,133,43472,90907,50510,40397,10,15,PM_RIVAS,SRV-NODE-6
ERP-00053,PROJ-4170,Tacna,Project Mgmt,21,22,5775,12169,6342,5827,31,13,PM_VEGA,SRV-NODE-1
ERP-00054,PROJ-4015,Lima,Project Mgmt,93,111,50685,96374,59220,37154,12,10,PM_VEGA,SRV-NODE-10
ERP-00055,PROJ-9601,Cajamarca,Audiovisual,59,60,33217,61541,42493,19048,44,13,PM_RIVAS,SRV-NODE-6
ERP-00056,PROJ-9408,Iquitos,Project Mgmt,149,187,74202,162256,91630,70626,19,22,PM_PEREZ,SRV-NODE-5
ERP-00057,PROJ-2964,Arequipa,Audiovisual,167,200,48597,81035,53463,27572,45,11,PM_SOTO,SRV-NODE-9
ERP-00058,PROJ-9356,Lima,Project Mgmt,163,181,60310,107413,71915,35498,41,43,PM_SOTO,SRV-NODE-8
ERP-00059,PROJ-5916,Cusco,Business Proc,135,139,60210,104993,80463,24530,44,77,PM_MEZA,SRV-NODE-3
ERP-00060,PROJ-9295,Piura,Audiovisual,20,21,7960,17400,9575,7825,3,5,PM_VEGA,SRV-NODE-5
ERP-00061,PROJ-1670,Trujillo,Videoconference,133,140,59185,114391,62576,51815,16,21,PM_SOTO,SRV-NODE-9
ERP-00062,PROJ-5986,Cusco,Videoconference,117,144,26559,47789,36300,11489,33,36,PM_MEZA,SRV-NODE-8
ERP-00063,PROJ-8116,Lima,Project Mgmt,161,189,77602,133238,96365,36873,30,21,PM_PEREZ,SRV-NODE-4
ERP-00064,PROJ-2441,Iquitos,Project Mgmt,141,167,59925,108377,66105,42272,4,3,PM_RIVAS,SRV-NODE-7
ERP-00065,PROJ-8036,Piura,Audiovisual,21,21,7014,13361,9163,4198,39,7,PM_PEREZ,SRV-NODE-6
ERP-00066,PROJ-8380,Piura,Audiovisual,29,36,9338,19480,9455,10025,48,72,PM_SOTO,SRV-NODE-7
ERP-00067,PROJ-7226,Cusco,Audiovisual,62,65,22506,47533,29335,18198,15,26,PM_MEZA,SRV-NODE-7
ERP-00068,PROJ-7181,Lima,Audiovisual,97,109,37733,75761,50362,25399,20,16,PM_SOTO,SRV-NODE-1
ERP-00069,PROJ-9550,Huancayo,Project Mgmt,104,120,38272,80685,44263,36422,15,21,PM_RIVAS,SRV-NODE-3
ERP-00070,PROJ-5544,Tacna,Business Proc,42,53,20748,40166,26264,13902,8,10,PM_VEGA,SRV-NODE-8
ERP-00071,PROJ-3599,Huancayo,Audiovisual,160,186,83040,137425,98009,39416,24,40,PM_SOTO,SRV-NODE-2
ERP-00072,PROJ-1892,Arequipa,Business Proc,79,90,24411,52193,29064,23129,34,9,PM_MEZA,SRV-NODE-4
ERP-00073,PROJ-6744,Lima,Audiovisual,148,160,54168,102158,56490,45668,20,2,PM_PEREZ,SRV-NODE-3
ERP-00074,PROJ-4895,Trujillo,Videoconference,76,94,44992,76776,56155,20621,22,17,PM_MEZA,SRV-NODE-7
ERP-00075,PROJ-3406,Iquitos,Videoconference,167,202,50100,84965,66268,18697,49,7,PM_PEREZ,SRV-NODE-8
ERP-00076,PROJ-2021,Tacna,Project Mgmt,26,30,8216,14051,11047,3004,12,21,PM_RIVAS,SRV-NODE-2
ERP-00077,PROJ-4169,Cajamarca,Business Proc,157,205,55735,107408,63104,44304,29,12,PM_PEREZ,SRV-NODE-7
ERP-00078,PROJ-5744,Puno,Audiovisual,24,25,7752,14424,9991,4433,15,9,PM_PEREZ,SRV-NODE-5
ERP-00079,PROJ-2245,Trujillo,Project Mgmt,26,29,5980,10442,7743,2699,12,13,PM_MEZA,SRV-NODE-9
ERP-00080,PROJ-9680,Cusco,Business Proc,110,133,28490,55418,30590,24828,8,7,PM_SOTO,SRV-NODE-7
ERP-00081,PROJ-3489,Lima,Business Proc,50,59,23050,45950,25302,20648,34,57,PM_SOTO,SRV-NODE-8
ERP-00082,PROJ-1883,Arequipa,Business Proc,105,108,39585,76679,51042,25637,31,39,PM_SOTO,SRV-NODE-1
ERP-00083,PROJ-6653,Trujillo,Business Proc,64,77,13696,27529,17705,9824,4,0,PM_SOTO,SRV-NODE-3
ERP-00084,PROJ-8397,Cusco,Project Mgmt,90,109,26280,46321,29429,16892,40,16,PM_SOTO,SRV-NODE-9
ERP-00085,PROJ-6458,Arequipa,Videoconference,123,156,62484,110390,72875,37515,38,49,PM_RIVAS,SRV-NODE-5
ERP-00086,PROJ-5536,Cusco,Business Proc,126,127,37926,64349,41816,22533,45,45,PM_PEREZ,SRV-NODE-8
ERP-00087,PROJ-3897,Tacna,Videoconference,144,169,73872,128292,94371,33921,5,2,PM_VEGA,SRV-NODE-9
ERP-00088,PROJ-5754,Lima,Project Mgmt,36,43,16704,36484,20185,16299,35,12,PM_MEZA,SRV-NODE-5
ERP-00089,PROJ-4160,Tacna,Audiovisual,68,76,25500,54456,28049,26407,24,6,PM_VEGA,SRV-NODE-2
ERP-00090,PROJ-5254,Cajamarca,Business Proc,62,81,36642,74006,40043,33963,36,16,PM_PEREZ,SRV-NODE-2
ERP-00091,PROJ-9516,Cusco,Project Mgmt,88,115,42768,85032,56767,28265,16,5,PM_VEGA,SRV-NODE-9
ERP-00092,PROJ-4525,Trujillo,Business Proc,131,143,28427,58221,34072,24149,38,44,PM_MEZA,SRV-NODE-5
ERP-00093,PROJ-8272,Piura,Videoconference,51,55,10608,19833,11529,8304,34,16,PM_MEZA,SRV-NODE-7
ERP-00094,PROJ-9932,Piura,Videoconference,37,42,11100,20027,12717,7310,13,11,PM_MEZA,SRV-NODE-7
ERP-00095,PROJ-9831,Cusco,Audiovisual,91,111,33579,58321,37190,21131,25,7,PM_PEREZ,SRV-NODE-10
ERP-00096,PROJ-7721,Cajamarca,Project Mgmt,148,151,86728,179997,116192,63805,38,38,PM_VEGA,SRV-NODE-8
ERP-00097,PROJ-4439,Lima,Audiovisual,96,119,22080,36283,28774,7509,10,2,PM_PEREZ,SRV-NODE-9
ERP-00098,PROJ-4429,Cajamarca,Videoconference,123,151,55473,89078,60088,28990,17,9,PM_MEZA,SRV-NODE-7
ERP-00099,PROJ-5073,Trujillo,Business Proc,76,77,43776,77399,49008,28391,15,20,PM_VEGA,SRV-NODE-1
ERP-00100,PROJ-3326,Trujillo,Audiovisual,97,120,52477,97680,63300,34380,13,8,PM_RIVAS,SRV-NODE-10
ERP-00101,PROJ-5909,Piura,Project Mgmt,43,45,24295,44578,27546,17032,24,36,PM_PEREZ,SRV-NODE-4
ERP-00102,PROJ-9525,Tacna,Videoconference,159,210,77274,147188,91316,55872,22,30,PM_RIVAS,SRV-NODE-2
ERP-00103,PROJ-4893,Iquitos,Videoconference,88,117,46640,77580,64616,12964,14,6,PM_RIVAS,SRV-NODE-7
ERP-00104,PROJ-8097,Huancayo,Business Proc,79,101,22041,39687,26241,13446,47,74,PM_PEREZ,SRV-NODE-4
ERP-00105,PROJ-6670,Iquitos,Business Proc,150,176,61500,128901,84327,44574,11,6,PM_VEGA,SRV-NODE-2
ERP-00106,PROJ-5367,Cajamarca,Project Mgmt,31,33,13423,28418,13858,14560,48,33,PM_MEZA,SRV-NODE-9
ERP-00107,PROJ-2591,Arequipa,Business Proc,87,87,22881,40791,29616,11175,11,6,PM_PEREZ,SRV-NODE-10
ERP-00108,PROJ-7389,Puno,Videoconference,39,41,15015,32580,20758,11822,9,3,PM_PEREZ,SRV-NODE-7
ERP-00109,PROJ-3014,Cajamarca,Videoconference,95,102,32680,54166,35524,18642,23,24,PM_MEZA,SRV-NODE-2
ERP-00110,PROJ-7059,Arequipa,Business Proc,49,63,25725,52736,27005,25731,10,17,PM_RIVAS,SRV-NODE-8
ERP-00111,PROJ-7499,Iquitos,Project Mgmt,51,59,25908,45972,29683,16289,30,21,PM_RIVAS,SRV-NODE-1
ERP-00112,PROJ-8228,Lima,Videoconference,105,106,56910,106198,62115,44083,31,31,PM_VEGA,SRV-NODE-1
ERP-00113,PROJ-9139,Trujillo,Business Proc,137,141,30414,66433,30560,35873,8,8,PM_SOTO,SRV-NODE-6
ERP-00114,PROJ-1047,Iquitos,Audiovisual,30,31,16170,30577,21318,9259,36,51,PM_VEGA,SRV-NODE-10
ERP-00115,PROJ-1105,Tacna,Audiovisual,100,116,28700,52854,39245,13609,24,33,PM_RIVAS,SRV-NODE-8
ERP-00116,PROJ-2644,Cajamarca,Audiovisual,115,150,47725,98244,54125,44119,28,40,PM_SOTO,SRV-NODE-3
ERP-00117,PROJ-2376,Cusco,Audiovisual,126,132,45738,85427,45802,39625,21,29,PM_RIVAS,SRV-NODE-4
ERP-00118,PROJ-5335,Arequipa,Videoconference,159,189,94446,169404,98091,71313,38,41,PM_PEREZ,SRV-NODE-6
ERP-00119,PROJ-1878,Puno,Project Mgmt,108,129,38880,83686,51112,32574,5,2,PM_VEGA,SRV-NODE-1
ERP-00120,PROJ-5004,Tacna,Audiovisual,100,114,59700,95545,79385,16160,14,11,PM_RIVAS,SRV-NODE-4
ERP-00121,PROJ-5444,Lima,Business Proc,125,139,32250,69723,37462,32261,39,37,PM_RIVAS,SRV-NODE-8
ERP-00122,PROJ-8774,Puno,Project Mgmt,56,68,20608,44264,26346,17918,50,72,PM_RIVAS,SRV-NODE-7
ERP-00123,PROJ-1277,Trujillo,Videoconference,133,160,43757,95989,52638,43351,7,6,PM_PEREZ,SRV-NODE-5
ERP-00124,PROJ-7453,Huancayo,Business Proc,121,126,25047,51548,25877,25671,46,67,PM_RIVAS,SRV-NODE-1
ERP-00125,PROJ-9662,Cusco,Project Mgmt,26,27,13104,23394,18315,5079,40,18,PM_VEGA,SRV-NODE-9
ERP-00126,PROJ-2531,Trujillo,Project Mgmt,128,129,76416,153874,83851,70023,16,9,PM_SOTO,SRV-NODE-4
ERP-00127,PROJ-9048,Trujillo,Business Proc,177,203,71331,142035,92497,49538,44,18,PM_PEREZ,SRV-NODE-3
ERP-00128,PROJ-5890,Piura,Audiovisual,72,76,41904,88460,55779,32681,4,2,PM_MEZA,SRV-NODE-5
ERP-00129,PROJ-8980,Cajamarca,Audiovisual,73,89,25623,52681,32442,20239,11,11,PM_PEREZ,SRV-NODE-9
ERP-00130,PROJ-4360,Lima,Project Mgmt,63,74,29610,58028,41262,16766,4,1,PM_PEREZ,SRV-NODE-3
ERP-00131,PROJ-2760,Trujillo,Videoconference,173,203,35119,69210,41160,28050,47,28,PM_PEREZ,SRV-NODE-9
ERP-00132,PROJ-4423,Cusco,Videoconference,61,75,30012,64421,33760,30661,39,23,PM_PEREZ,SRV-NODE-2
ERP-00133,PROJ-3627,Cusco,Project Mgmt,151,196,87580,171883,120768,51115,13,18,PM_SOTO,SRV-NODE-3
ERP-00134,PROJ-6577,Piura,Project Mgmt,122,159,55266,93842,55805,38037,36,62,PM_VEGA,SRV-NODE-2
ERP-00135,PROJ-9507,Iquitos,Business Proc,24,29,5256,10897,5512,5385,13,16,PM_VEGA,SRV-NODE-9
ERP-00136,PROJ-6547,Huancayo,Business Proc,106,121,53106,92573,58998,33575,12,3,PM_RIVAS,SRV-NODE-2
ERP-00137,PROJ-9036,Tacna,Videoconference,75,91,24600,41427,28782,12645,11,16,PM_PEREZ,SRV-NODE-6
ERP-00138,PROJ-6729,Huancayo,Videoconference,58,76,34162,68623,45820,22803,33,34,PM_RIVAS,SRV-NODE-10
ERP-00139,PROJ-5766,Cajamarca,Project Mgmt,130,153,38870,71420,44071,27349,43,19,PM_RIVAS,SRV-NODE-10
ERP-00140,PROJ-8579,Lima,Videoconference,61,62,30683,66622,33710,32912,15,10,PM_VEGA,SRV-NODE-8
ERP-00141,PROJ-7390,Lima,Project Mgmt,158,181,38552,64829,40835,23994,14,13,PM_MEZA,SRV-NODE-10
ERP-00142,PROJ-3226,Iquitos,Project Mgmt,79,103,19118,37832,26596,11236,26,12,PM_PEREZ,SRV-NODE-8
ERP-00143,PROJ-4451,Lima,Project Mgmt,61,63,32330,53178,32350,20828,26,10,PM_VEGA,SRV-NODE-8
ERP-00144,PROJ-3767,Puno,Project Mgmt,152,172,52592,92561,56964,35597,22,3,PM_RIVAS,SRV-NODE-10
ERP-00145,PROJ-6362,Puno,Project Mgmt,169,196,79768,169488,80220,89268,38,67,PM_MEZA,SRV-NODE-6
ERP-00146,PROJ-8126,Arequipa,Videoconference,123,151,50307,101053,68325,32728,12,16,PM_SOTO,SRV-NODE-6
ERP-00147,PROJ-2925,Puno,Audiovisual,37,49,14763,28111,20271,7840,17,14,PM_SOTO,SRV-NODE-1
ERP-00148,PROJ-5754,Piura,Audiovisual,53,67,16218,27354,19650,7704,7,5,PM_RIVAS,SRV-NODE-3
ERP-00149,PROJ-1860,Cusco,Project Mgmt,106,120,46110,91762,58276,33486,5,7,PM_PEREZ,SRV-NODE-4
ERP-00150,PROJ-9296,Lima,Project Mgmt,105,123,51030,85628,70475,15153,11,4,PM_SOTO,SRV-NODE-3
ERP-00151,PROJ-1359,Trujillo,Videoconference,159,206,63600,107514,78972,28542,23,25,PM_MEZA,SRV-NODE-9
ERP-00152,PROJ-8888,Huancayo,Business Proc,55,59,16500,26409,17177,9232,4,6,PM_RIVAS,SRV-NODE-6
ERP-00153,PROJ-1412,Lima,Videoconference,23,26,12811,24740,13760,10980,21,19,PM_PEREZ,SRV-NODE-2
ERP-00154,PROJ-2707,Tacna,Project Mgmt,59,77,34869,59226,40397,18829,31,11,PM_SOTO,SRV-NODE-5
ERP-00155,PROJ-5324,Huancayo,Videoconference,24,25,11856,21181,12511,8670,28,10,PM_VEGA,SRV-NODE-2
ERP-00156,PROJ-2680,Puno,Project Mgmt,32,36,15744,34602,20782,13820,34,55,PM_MEZA,SRV-NODE-4
ERP-00157,PROJ-6784,Lima,Project Mgmt,28,33,10780,19794,11806,7988,23,30,PM_RIVAS,SRV-NODE-8
ERP-00158,PROJ-5951,Iquitos,Business Proc,75,97,23100,45461,27186,18275,4,7,PM_SOTO,SRV-NODE-7
ERP-00159,PROJ-9338,Cajamarca,Videoconference,123,131,54735,104353,71741,32612,27,34,PM_PEREZ,SRV-NODE-10
ERP-00160,PROJ-7157,Cusco,Business Proc,81,84,19197,38325,24990,13335,34,58,PM_VEGA,SRV-NODE-8
ERP-00161,PROJ-7461,Arequipa,Videoconference,62,71,19964,37965,20361,17604,47,14,PM_PEREZ,SRV-NODE-1
ERP-00162,PROJ-1979,Iquitos,Audiovisual,30,31,13740,26547,15787,10760,43,15,PM_MEZA,SRV-NODE-4
ERP-00163,PROJ-6027,Iquitos,Videoconference,178,240,99502,184863,115274,69589,42,24,PM_MEZA,SRV-NODE-4
ERP-00164,PROJ-2178,Huancayo,Project Mgmt,81,97,48438,88877,55017,33860,32,48,PM_SOTO,SRV-NODE-10
ERP-00165,PROJ-2284,Piura,Project Mgmt,23,23,9384,15040,11270,3770,44,62,PM_SOTO,SRV-NODE-6
ERP-00166,PROJ-5804,Lima,Business Proc,57,63,16701,31692,18135,13557,36,27,PM_SOTO,SRV-NODE-5
ERP-00167,PROJ-1173,Arequipa,Audiovisual,152,181,38152,62862,52759,10103,5,8,PM_VEGA,SRV-NODE-10
ERP-00168,PROJ-2805,Cajamarca,Videoconference,85,103,40715,66319,52837,13482,10,14,PM_VEGA,SRV-NODE-4
ERP-00169,PROJ-8416,Tacna,Business Proc,109,115,60931,129281,66665,62616,21,18,PM_RIVAS,SRV-NODE-4
ERP-00170,PROJ-5671,Puno,Audiovisual,24,30,8496,16831,9961,6870,47,21,PM_VEGA,SRV-NODE-1
ERP-00171,PROJ-9369,Lima,Videoconference,174,186,45414,92799,58401,34398,46,18,PM_VEGA,SRV-NODE-2
ERP-00172,PROJ-8026,Arequipa,Business Proc,49,54,17689,36409,18776,17633,4,0,PM_MEZA,SRV-NODE-1
ERP-00173,PROJ-8018,Iquitos,Project Mgmt,46,61,25852,44727,25866,18861,43,30,PM_PEREZ,SRV-NODE-4
ERP-00174,PROJ-8868,Trujillo,Videoconference,92,123,18492,31398,24013,7385,21,26,PM_RIVAS,SRV-NODE-4
ERP-00175,PROJ-5603,Piura,Business Proc,91,120,32669,52776,35760,17016,16,23,PM_VEGA,SRV-NODE-8
ERP-00176,PROJ-5758,Huancayo,Videoconference,138,178,73416,137032,93711,43321,24,12,PM_SOTO,SRV-NODE-6
ERP-00177,PROJ-8908,Iquitos,Videoconference,74,90,43586,93055,45934,47121,36,42,PM_RIVAS,SRV-NODE-9
ERP-00178,PROJ-4607,Puno,Audiovisual,20,20,9400,19239,10944,8295,29,45,PM_PEREZ,SRV-NODE-8
ERP-00179,PROJ-1479,Iquitos,Business Proc,158,193,77262,140017,80983,59034,7,11,PM_VEGA,SRV-NODE-5
ERP-00180,PROJ-1218,Lima,Project Mgmt,117,141,53235,106250,59133,47117,40,62,PM_PEREZ,SRV-NODE-8
ERP-00181,PROJ-9682,Puno,Business Proc,53,70,17278,29764,20354,9410,6,6,PM_VEGA,SRV-NODE-5
ERP-00182,PROJ-2901,Piura,Business Proc,89,92,39694,85121,49641,35480,46,64,PM_MEZA,SRV-NODE-8
ERP-00183,PROJ-1370,Cusco,Audiovisual,135,181,42660,75073,43387,31686,29,40,PM_PEREZ,SRV-NODE-2
ERP-00184,PROJ-2546,Puno,Videoconference,170,220,77350,167705,88901,78804,15,6,PM_PEREZ,SRV-NODE-5
ERP-00185,PROJ-6209,Puno,Business Proc,148,167,50912,94008,66778,27230,8,1,PM_MEZA,SRV-NODE-4
ERP-00186,PROJ-2047,Piura,Videoconference,163,203,75143,148786,101162,47624,42,47,PM_SOTO,SRV-NODE-3
ERP-00187,PROJ-3119,Piura,Videoconference,65,78,26195,49803,28884,20919,42,53,PM_MEZA,SRV-NODE-7
ERP-00188,PROJ-9091,Lima,Audiovisual,51,66,17340,33362,17340,16022,48,57,PM_VEGA,SRV-NODE-9
ERP-00189,PROJ-9019,Huancayo,Audiovisual,41,41,21935,46671,24393,22278,34,31,PM_PEREZ,SRV-NODE-8
ERP-00190,PROJ-4029,Cajamarca,Audiovisual,170,205,77180,132662,92233,40429,32,23,PM_PEREZ,SRV-NODE-10
ERP-00191,PROJ-5491,Huancayo,Audiovisual,125,140,28250,51450,37689,13761,3,2,PM_VEGA,SRV-NODE-6
ERP-00192,PROJ-8606,Cusco,Audiovisual,24,30,9960,20438,13602,6836,48,11,PM_PEREZ,SRV-NODE-7
ERP-00193,PROJ-2420,Arequipa,Business Proc,114,143,29640,55235,32298,22937,14,16,PM_MEZA,SRV-NODE-8
ERP-00194,PROJ-3785,Tacna,Audiovisual,142,175,30530,66441,36023,30418,32,14,PM_RIVAS,SRV-NODE-3
ERP-00195,PROJ-8643,Piura,Audiovisual,152,196,30856,66776,34059,32717,14,22,PM_SOTO,SRV-NODE-10
ERP-00196,PROJ-1666,Iquitos,Audiovisual,49,61,10927,23036,11377,11659,39,11,PM_SOTO,SRV-NODE-2
ERP-00197,PROJ-9508,Puno,Audiovisual,38,41,18468,33634,18834,14800,4,3,PM_SOTO,SRV-NODE-8
ERP-00198,PROJ-2696,Huancayo,Business Proc,53,60,25705,45163,26444,18719,10,1,PM_RIVAS,SRV-NODE-5
ERP-00199,PROJ-2771,Piura,Audiovisual,93,116,44082,73454,46599,26855,34,20,PM_RIVAS,SRV-NODE-2
ERP-00200,PROJ-9585,Lima,Videoconference,175,228,90825,148928,105601,43327,6,1,PM_PEREZ,SRV-NODE-7
ERP-00201,PROJ-1996,Trujillo,Business Proc,167,185,55277,101568,58425,43143,45,66,PM_PEREZ,SRV-NODE-1
ERP-00202,PROJ-6133,Lima,Business Proc,113,122,55370,100747,63214,37533,5,8,PM_RIVAS,SRV-NODE-2
ERP-00203,PROJ-4453,Puno,Videoconference,131,140,72836,118089,73892,44197,13,21,PM_MEZA,SRV-NODE-9
ERP-00204,PROJ-8184,Cusco,Audiovisual,111,135,43068,78422,43960,34462,28,18,PM_MEZA,SRV-NODE-5
ERP-00205,PROJ-5851,Lima,Project Mgmt,97,130,48888,101386,49540,51846,9,12,PM_RIVAS,SRV-NODE-4
ERP-00206,PROJ-5156,Tacna,Videoconference,73,86,19929,32259,27686,4573,29,9,PM_PEREZ,SRV-NODE-10
ERP-00207,PROJ-6440,Cajamarca,Project Mgmt,52,57,23088,45716,31307,14409,48,8,PM_SOTO,SRV-NODE-5
ERP-00208,PROJ-9457,Piura,Audiovisual,102,110,39780,65743,41773,23970,45,21,PM_VEGA,SRV-NODE-2
ERP-00209,PROJ-1823,Iquitos,Business Proc,146,187,67160,121765,91075,30690,9,8,PM_SOTO,SRV-NODE-3
ERP-00210,PROJ-4600,Lima,Business Proc,117,119,49959,82984,51323,31661,41,18,PM_PEREZ,SRV-NODE-6
